country,country_code,region,income_group,year,life_expectancy
Brunei Darussalam,BRN,East Asia & Pacific,High income,2008,76.9567561
Bhutan,BTN,South Asia,Lower middle income,2008,66.88502439
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2008,60.95858537
Central African Republic,CAF,Sub-Saharan Africa,Low income,2008,46.284
Canada,CAN,North America,High income,2008,80.69512195
Switzerland,CHE,Europe & Central Asia,High income,2008,81.99268293
Chile,CHL,Latin America & Caribbean,High income,2008,79.64090244
China,CHN,East Asia & Pacific,Upper middle income,2008,74.58326829
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2008,52.85582927
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2008,55.724
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2008,56.96507317
Colombia,COL,Latin America & Caribbean,Upper middle income,2008,72.90717073
Comoros,COM,Sub-Saharan Africa,Low income,2008,61.06729268
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2008,72.30953659
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2008,78.45773171
Cuba,CUB,Latin America & Caribbean,Upper middle income,2008,78.6505122
Cyprus,CYP,Europe & Central Asia,High income,2008,79.02753659
Czech Republic,CZE,Europe & Central Asia,High income,2008,76.97560976
Germany,DEU,Europe & Central Asia,High income,2008,79.73658537
Djibouti,DJI,Middle East & North Africa,Lower middle income,2008,59.32387805
Dominica,DMA,Latin America & Caribbean,Upper middle income,2008,
Denmark,DNK,Europe & Central Asia,High income,2008,78.44634146
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2008,72.34231707
Algeria,DZA,Middle East & North Africa,Upper middle income,2008,73.21931707
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2008,74.66782927
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2008,69.96446342
Eritrea,ERI,Sub-Saharan Africa,Low income,2008,60.25007317
Spain,ESP,Europe & Central Asia,High income,2008,81.17560976
Estonia,EST,Europe & Central Asia,High income,2008,73.77073171
Ethiopia,ETH,Sub-Saharan Africa,Low income,2008,59.44692683
Finland,FIN,Europe & Central Asia,High income,2008,79.56829268
Fiji,FJI,East Asia & Pacific,Upper middle income,2008,69.02202439
France,FRA,Europe & Central Asia,High income,2008,81.21463415
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2008,68.35926829
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2008,60.94919512
United Kingdom,GBR,Europe & Central Asia,High income,2008,79.6
Georgia,GEO,Europe & Central Asia,Lower middle income,2008,73.62143902
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2008,60.03041463
Guinea,GIN,Sub-Saharan Africa,Low income,2008,54.77758537
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2008,58.85307317
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2008,53.15473171
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2008,54.98631707
Greece,GRC,Europe & Central Asia,High income,2008,79.93902439
Grenada,GRD,Latin America & Caribbean,Upper middle income,2008,72.08714634
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2008,70.32814634
Guyana,GUY,Latin America & Caribbean,Upper middle income,2008,65.87014634
Honduras,HND,Latin America & Caribbean,Lower middle income,2008,72.03997561
Croatia,HRV,Europe & Central Asia,Upper middle income,2008,75.91219512
Haiti,HTI,Latin America & Caribbean,Low income,2008,60.39797561
Hungary,HUN,Europe & Central Asia,High income,2008,73.70243902
Indonesia,IDN,East Asia & Pacific,Lower middle income,2008,67.76478049
India,IND,South Asia,Lower middle income,2008,65.69943902
Ireland,IRL,Europe & Central Asia,High income,2008,80.09512195
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2008,73.09207317
Iraq,IRQ,Middle East & North Africa,Upper middle income,2008,68.22029268
Iceland,ISL,Europe & Central Asia,High income,2008,81.6097561
Israel,ISR,Middle East & North Africa,High income,2008,80.95121951
Italy,ITA,Europe & Central Asia,High income,2008,81.48536585
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2008,74.30195122
Jordan,JOR,Middle East & North Africa,Lower middle income,2008,73.1202439
Japan,JPN,East Asia & Pacific,High income,2008,82.58756098
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2008,67.02195122
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2008,56.78468293
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2008,68.45121951
Cambodia,KHM,East Asia & Pacific,Lower middle income,2008,65.23497561
Kiribati,KIR,East Asia & Pacific,Lower middle income,2008,65.07860976
Kuwait,KWT,Middle East & North Africa,High income,2008,73.90314634
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2008,63.34890244
Lebanon,LBN,Middle East & North Africa,Upper middle income,2008,77.93917073
Liberia,LBR,Sub-Saharan Africa,Low income,2008,58.11246342
Libya,LBY,Middle East & North Africa,Upper middle income,2008,71.78739024
Sri Lanka,LKA,South Asia,Lower middle income,2008,74.23873171
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2008,45.7392439
Lithuania,LTU,Europe & Central Asia,High income,2008,71.81219512
Luxembourg,LUX,Europe & Central Asia,High income,2008,80.53902439
Latvia,LVA,Europe & Central Asia,High income,2008,72.4195122
Morocco,MAR,Middle East & North Africa,Lower middle income,2008,71.71141463
Monaco,MCO,Europe & Central Asia,High income,2008,
Madagascar,MDG,Sub-Saharan Africa,Low income,2008,62.4827561
Maldives,MDV,South Asia,Upper middle income,2008,75.75953659
Mexico,MEX,Latin America & Caribbean,Upper middle income,2008,75.73246342
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2008,
Mali,MLI,Sub-Saharan Africa,Low income,2008,54.99514634
Malta,MLT,Middle East & North Africa,High income,2008,79.63658537
Myanmar,MMR,East Asia & Pacific,Lower middle income,2008,64.36760976
Montenegro,MNE,Europe & Central Asia,Upper middle income,2008,74.34543902
Mongolia,MNG,East Asia & Pacific,Lower middle income,2008,66.55992683
Mozambique,MOZ,Sub-Saharan Africa,Low income,2008,52.15056098
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2008,61.41773171
Malawi,MWI,Sub-Saharan Africa,Low income,2008,53.28736585
Malaysia,MYS,East Asia & Pacific,Upper middle income,2008,73.92607317
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2008,60.18407317
Niger,NER,Sub-Saharan Africa,Low income,2008,56.33729268
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2008,50.35743902
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2008,72.91841463
Netherlands,NLD,Europe & Central Asia,High income,2008,80.25121951
Norway,NOR,Europe & Central Asia,High income,2008,80.59268293
Nepal,NPL,South Asia,Low income,2008,67.04536585
Nauru,NRU,East Asia & Pacific,Upper middle income,2008,
New Zealand,NZL,East Asia & Pacific,High income,2008,80.35121951
Oman,OMN,Middle East & North Africa,High income,2008,75.45253659
Pakistan,PAK,South Asia,Lower middle income,2008,64.59814634
Panama,PAN,Latin America & Caribbean,Upper middle income,2008,76.49358537
Peru,PER,Latin America & Caribbean,Upper middle income,2008,73.22502439
Philippines,PHL,East Asia & Pacific,Lower middle income,2008,67.58078049
Palau,PLW,East Asia & Pacific,High income,2008,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2008,61.5822439
Poland,POL,Europe & Central Asia,High income,2008,75.54390244
Portugal,PRT,Europe & Central Asia,High income,2008,78.52439024
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2008,71.89882927
Qatar,QAT,Middle East & North Africa,High income,2008,77.4487561
Romania,ROU,Europe & Central Asia,Upper middle income,2008,72.56585366
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2008,67.94926829
Rwanda,RWA,Sub-Saharan Africa,Low income,2008,59.31534146
Saudi Arabia,SAU,Middle East & North Africa,High income,2008,73.4457561
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2008,61.15060976
Senegal,SEN,Sub-Saharan Africa,Low income,2008,62.53507317
Singapore,SGP,East Asia & Pacific,High income,2008,80.7902439
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2008,66.56121951
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2008,46.42763415
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2008,71.08078049
San Marino,SMR,Europe & Central Asia,High income,2008,82.83170732
Somalia,SOM,Sub-Saharan Africa,Low income,2008,53.3545122
Serbia,SRB,Europe & Central Asia,Upper middle income,2008,73.88536585
South Sudan,SSD,Sub-Saharan Africa,Low income,2008,52.59331707
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2008,65.45053659
Suriname,SUR,Latin America & Caribbean,Upper middle income,2008,69.795
Slovenia,SVN,Europe & Central Asia,High income,2008,78.76585366
Sweden,SWE,Europe & Central Asia,High income,2008,81.1
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,2008,47.34582927
Seychelles,SYC,Sub-Saharan Africa,High income,2008,73.16341463
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2008,73.7972439
Chad,TCD,Sub-Saharan Africa,Low income,2008,48.95158537
Togo,TGO,Sub-Saharan Africa,Low income,2008,56.00590244
Thailand,THA,East Asia & Pacific,Upper middle income,2008,73.18843902
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2008,67.71458537
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2008,64.75607317
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2008,66.45782927
Tonga,TON,East Asia & Pacific,Upper middle income,2008,71.88319512
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2008,69.42892683
Tunisia,TUN,Middle East & North Africa,Lower middle income,2008,74.57765854
Turkey,TUR,Europe & Central Asia,Upper middle income,2008,73.5007561
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2008,
Uganda,UGA,Sub-Saharan Africa,Low income,2008,54.46197561
Ukraine,UKR,Europe & Central Asia,Lower middle income,2008,68.25146342
United States,USA,North America,High income,2008,78.03902439
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2008,67.63419512
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2008,73.4762439
Vietnam,VNM,East Asia & Pacific,Lower middle income,2008,74.65309756
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2008,70.2547561
Samoa,WSM,East Asia & Pacific,Upper middle income,2008,71.84429268
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,2008,62.21136585
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2008,52.63602439
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2008,53.90563415
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2008,45.80448781
Afghanistan,AFG,South Asia,Low income,2009,58.60368293
Angola,AGO,Sub-Saharan Africa,Lower middle income,2009,50.25102439
Albania,ALB,Europe & Central Asia,Upper middle income,2009,76.84036585
United Arab Emirates,ARE,Middle East & North Africa,High income,2009,76.49478049
Argentina,ARG,Latin America & Caribbean,Upper middle income,2009,75.32456098
Armenia,ARM,Europe & Central Asia,Lower middle income,2009,74.09582927
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2009,75.14702439
Australia,AUS,East Asia & Pacific,High income,2009,81.54390244
Austria,AUT,Europe & Central Asia,High income,2009,80.33170732
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2009,70.29368293
Burundi,BDI,Sub-Saharan Africa,Low income,2009,54.35121951
Belgium,BEL,Europe & Central Asia,High income,2009,79.98292683
Benin,BEN,Sub-Saharan Africa,Low income,2009,58.49126829
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2009,56.52497561
Bangladesh,BGD,South Asia,Lower middle income,2009,69.68378049
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2009,73.41219512
Bahrain,BHR,Middle East & North Africa,High income,2009,75.98778049
"Bahamas, The",BHS,Latin America & Caribbean,High income,2009,74.42390244
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2009,75.65736585
Belarus,BLR,Europe & Central Asia,Upper middle income,2009,70.40731707
Belize,BLZ,Latin America & Caribbean,Upper middle income,2009,69.70307317
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2009,65.848
Brazil,BRA,Latin America & Caribbean,Upper middle income,2009,72.97802439
Barbados,BRB,Latin America & Caribbean,High income,2009,74.68248781
Brunei Darussalam,BRN,East Asia & Pacific,High income,2009,77.26829268
Bhutan,BTN,South Asia,Lower middle income,2009,67.41665854
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2009,62.41709756
Central African Republic,CAF,Sub-Saharan Africa,Low income,2009,46.93497561
Canada,CAN,North America,High income,2009,80.94634146
Switzerland,CHE,Europe & Central Asia,High income,2009,82.04390244
Chile,CHL,Latin America & Caribbean,High income,2009,79.96080488
China,CHN,East Asia & Pacific,Upper middle income,2009,74.80326829
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2009,53.26485366
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2009,56.33707317
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2009,58.09363415
Colombia,COL,Latin America & Caribbean,Upper middle income,2009,73.09695122
Comoros,COM,Sub-Saharan Africa,Low income,2009,61.44419512
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2009,72.47121951
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2009,78.59260976
Cuba,CUB,Latin America & Caribbean,Upper middle income,2009,78.81097561
Cyprus,CYP,Europe & Central Asia,High income,2009,79.19948781
Czech Republic,CZE,Europe & Central Asia,High income,2009,77.07804878
Germany,DEU,Europe & Central Asia,High income,2009,79.83658537
Djibouti,DJI,Middle East & North Africa,Lower middle income,2009,59.84280488
Dominica,DMA,Latin America & Caribbean,Upper middle income,2009,
Denmark,DNK,Europe & Central Asia,High income,2009,78.59756098
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2009,72.54831707
Algeria,DZA,Middle East & North Africa,Upper middle income,2009,73.52102439
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2009,74.84460976
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2009,70.15014634
Eritrea,ERI,Sub-Saharan Africa,Low income,2009,60.8535122
Spain,ESP,Europe & Central Asia,High income,2009,81.47560976
Estonia,EST,Europe & Central Asia,High income,2009,74.82439024
Ethiopia,ETH,Sub-Saharan Africa,Low income,2009,60.41578049
Finland,FIN,Europe & Central Asia,High income,2009,79.7195122
Fiji,FJI,East Asia & Pacific,Upper middle income,2009,69.20285366
France,FRA,Europe & Central Asia,High income,2009,81.41463415
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2009,68.48953659
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2009,61.53146342
United Kingdom,GBR,Europe & Central Asia,High income,2009,80.05121951
Georgia,GEO,Europe & Central Asia,Lower middle income,2009,73.81541463
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2009,60.35546342
Guinea,GIN,Sub-Saharan Africa,Low income,2009,55.55614634
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2009,59.10778049
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2009,53.47663415
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2009,55.47719512
Greece,GRC,Europe & Central Asia,High income,2009,80.18780488
Grenada,GRD,Latin America & Caribbean,Upper middle income,2009,72.33007317
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2009,70.54753659
Guyana,GUY,Latin America & Caribbean,Upper middle income,2009,65.957
Honduras,HND,Latin America & Caribbean,Lower middle income,2009,72.21721951
Croatia,HRV,Europe & Central Asia,Upper middle income,2009,76.16829268
Haiti,HTI,Latin America & Caribbean,Low income,2009,60.82221951
Hungary,HUN,Europe & Central Asia,High income,2009,73.90487805
Indonesia,IDN,East Asia & Pacific,Lower middle income,2009,67.95763415
India,IND,South Asia,Lower middle income,2009,66.10263415
Ireland,IRL,Europe & Central Asia,High income,2009,80.1902439
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,2009,73.53417073
Iraq,IRQ,Middle East & North Africa,Upper middle income,2009,68.31992683
Iceland,ISL,Europe & Central Asia,High income,2009,81.75121951
Israel,ISR,Middle East & North Africa,High income,2009,81.40487805
Italy,ITA,Europe & Central Asia,High income,2009,81.63658537
Jamaica,JAM,Latin America & Caribbean,Upper middle income,2009,74.58404878
Jordan,JOR,Middle East & North Africa,Lower middle income,2009,73.27829268
Japan,JPN,East Asia & Pacific,High income,2009,82.93146342
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,2009,68.42926829
Kenya,KEN,Sub-Saharan Africa,Lower middle income,2009,57.80043902
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,2009,69.10243902
Cambodia,KHM,East Asia & Pacific,Lower middle income,2009,65.84446342
Kiribati,KIR,East Asia & Pacific,Lower middle income,2009,65.18343902
Kuwait,KWT,Middle East & North Africa,High income,2009,74.00619512
Lao PDR,LAO,East Asia & Pacific,Lower middle income,2009,63.85104878
Lebanon,LBN,Middle East & North Africa,Upper middle income,2009,78.21948781
Liberia,LBR,Sub-Saharan Africa,Low income,2009,58.86565854
Libya,LBY,Middle East & North Africa,Upper middle income,2009,71.78095122
Sri Lanka,LKA,South Asia,Lower middle income,2009,74.28029268
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,2009,46.63458537
Lithuania,LTU,Europe & Central Asia,High income,2009,72.91463415
Luxembourg,LUX,Europe & Central Asia,High income,2009,80.63658537
Latvia,LVA,Europe & Central Asia,High income,2009,73.08048781
Morocco,MAR,Middle East & North Africa,Lower middle income,2009,72.14821951
Monaco,MCO,Europe & Central Asia,High income,2009,
Madagascar,MDG,Sub-Saharan Africa,Low income,2009,62.91817073
Maldives,MDV,South Asia,Upper middle income,2009,76.01865854
Mexico,MEX,Latin America & Caribbean,Upper middle income,2009,75.87741463
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2009,
Mali,MLI,Sub-Saharan Africa,Low income,2009,55.63343902
Malta,MLT,Middle East & North Africa,High income,2009,80.24146342
Myanmar,MMR,East Asia & Pacific,Lower middle income,2009,64.64356098
Montenegro,MNE,Europe & Central Asia,Upper middle income,2009,74.68782927
Mongolia,MNG,East Asia & Pacific,Lower middle income,2009,67.07680488
Mozambique,MOZ,Sub-Saharan Africa,Low income,2009,52.69126829
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2009,61.71073171
Malawi,MWI,Sub-Saharan Africa,Low income,2009,55.08236585
Malaysia,MYS,East Asia & Pacific,Upper middle income,2009,74.03841463
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2009,61.44090244
Niger,NER,Sub-Saharan Africa,Low income,2009,57.28502439
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2009,50.86856098
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2009,73.25478049
Netherlands,NLD,Europe & Central Asia,High income,2009,80.54878049
Norway,NOR,Europe & Central Asia,High income,2009,80.79512195
Nepal,NPL,South Asia,Low income,2009,67.51839024
Nauru,NRU,East Asia & Pacific,Upper middle income,2009,
New Zealand,NZL,East Asia & Pacific,High income,2009,80.70243902
Oman,OMN,Middle East & North Africa,High income,2009,75.76209756
Pakistan,PAK,South Asia,Lower middle income,2009,64.87609756
Panama,PAN,Latin America & Caribbean,Upper middle income,2009,76.67695122
Peru,PER,Latin America & Caribbean,Upper middle income,2009,73.43614634
Philippines,PHL,East Asia & Pacific,Lower middle income,2009,67.68104878
Palau,PLW,East Asia & Pacific,High income,2009,
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2009,61.80804878
Poland,POL,Europe & Central Asia,High income,2009,75.69512195
Portugal,PRT,Europe & Central Asia,High income,2009,78.72682927
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2009,72.10231707
Qatar,QAT,Middle East & North Africa,High income,2009,77.62980488
Romania,ROU,Europe & Central Asia,Upper middle income,2009,73.3097561
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2009,68.68463415
Rwanda,RWA,Sub-Saharan Africa,Low income,2009,60.46597561
Saudi Arabia,SAU,Middle East & North Africa,High income,2009,73.56426829
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2009,61.60239024
Senegal,SEN,Sub-Saharan Africa,Low income,2009,63.28678049
Singapore,SGP,East Asia & Pacific,High income,2009,81.24146342
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2009,66.82468293
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2009,47.35021951
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2009,71.37814634
San Marino,SMR,Europe & Central Asia,High income,2009,82.99554324
Somalia,SOM,Sub-Saharan Africa,Low income,2009,53.68934146
Serbia,SRB,Europe & Central Asia,Upper middle income,2009,73.98536585
South Sudan,SSD,Sub-Saharan Africa,Low income,2009,53.12265854
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2009,65.67260976
Suriname,SUR,Latin America & Caribbean,Upper middle income,2009,70.09290244
Slovenia,SVN,Europe & Central Asia,High income,2009,78.97073171
Sweden,SWE,Europe & Central Asia,High income,2009,81.35121951
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,2009,47.8927561
Seychelles,SYC,Sub-Saharan Africa,High income,2009,73.03414634
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,2009,73.12041463
Chad,TCD,Sub-Saharan Africa,Low income,2009,49.39317073
Togo,TGO,Sub-Saharan Africa,Low income,2009,56.63060976
Thailand,THA,East Asia & Pacific,Upper middle income,2009,73.46173171
Tajikistan,TJK,Europe & Central Asia,Lower middle income,2009,68.17053659
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2009,64.88353659
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2009,66.94668293
Tonga,TON,East Asia & Pacific,Upper middle income,2009,72.0317561
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2009,69.61058537
Tunisia,TUN,Middle East & North Africa,Lower middle income,2009,74.60170732
Turkey,TUR,Europe & Central Asia,Upper middle income,2009,73.80321951
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2009,
Uganda,UGA,Sub-Saharan Africa,Low income,2009,55.18209756
Ukraine,UKR,Europe & Central Asia,Lower middle income,2009,69.19
United States,USA,North America,High income,2009,78.3902439
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2009,67.74456098
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2009,73.568
Vietnam,VNM,East Asia & Pacific,Lower middle income,2009,74.82260976
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2009,70.55582927
Samoa,WSM,East Asia & Pacific,Upper middle income,2009,72.13068293
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,2009,62.48534146
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2009,53.46709756
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2009,55.21417073
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2009,47.62465854
Afghanistan,AFG,South Asia,Low income,2010,58.97082927
Angola,AGO,Sub-Saharan Africa,Lower middle income,2010,50.65417073
Albania,ALB,Europe & Central Asia,Upper middle income,2010,77.03695122
United Arab Emirates,ARE,Middle East & North Africa,High income,2010,76.6752439
Argentina,ARG,Latin America & Caribbean,Upper middle income,2010,75.48497561
Armenia,ARM,Europe & Central Asia,Lower middle income,2010,74.22634146
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2010,75.30878049
Australia,AUS,East Asia & Pacific,High income,2010,81.69512195
Austria,AUT,Europe & Central Asia,High income,2010,80.58048781
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2010,70.45131707
Burundi,BDI,Sub-Saharan Africa,Low income,2010,54.82919512
Belgium,BEL,Europe & Central Asia,High income,2010,80.18292683
Benin,BEN,Sub-Saharan Africa,Low income,2010,58.72970732
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2010,57.05139024
Bangladesh,BGD,South Asia,Lower middle income,2010,70.08029268
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2010,73.51219512
Bahrain,BHR,Middle East & North Africa,High income,2010,76.12756098
"Bahamas, The",BHS,Latin America & Caribbean,High income,2010,74.59239024
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2010,75.80768293
Belarus,BLR,Europe & Central Asia,Upper middle income,2010,70.40487805
Belize,BLZ,Latin America & Caribbean,Upper middle income,2010,69.78204878
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2010,66.4077561
Brazil,BRA,Latin America & Caribbean,Upper middle income,2010,73.26414634
Barbados,BRB,Latin America & Caribbean,High income,2010,74.84529268
Brunei Darussalam,BRN,East Asia & Pacific,High income,2010,77.59826829
Bhutan,BTN,South Asia,Lower middle income,2010,67.89241463
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2010,63.40229268
Central African Republic,CAF,Sub-Saharan Africa,Low income,2010,47.62531707
Canada,CAN,North America,High income,2010,81.19756098
Switzerland,CHE,Europe & Central Asia,High income,2010,82.24634146
Chile,CHL,Latin America & Caribbean,High income,2010,80.27580488
China,CHN,East Asia & Pacific,Upper middle income,2010,75.00741463
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2010,53.69482927
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2010,56.89614634
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2010,59.14312195
Colombia,COL,Latin America & Caribbean,Upper middle income,2010,73.27785366
Comoros,COM,Sub-Saharan Africa,Low income,2010,61.8305122
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2010,72.59790244
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2010,78.73604878
Cuba,CUB,Latin America & Caribbean,Upper middle income,2010,78.93563415
Cyprus,CYP,Europe & Central Asia,High income,2010,79.38195122
Czech Republic,CZE,Europe & Central Asia,High income,2010,77.42439024
Germany,DEU,Europe & Central Asia,High income,2010,79.98780488
Djibouti,DJI,Middle East & North Africa,Lower middle income,2010,60.36068293
Dominica,DMA,Latin America & Caribbean,Upper middle income,2010,
Denmark,DNK,Europe & Central Asia,High income,2010,79.1
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2010,72.74980488
Algeria,DZA,Middle East & North Africa,Upper middle income,2010,73.80404878
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2010,75.02980488
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2010,70.34029268
Eritrea,ERI,Sub-Saharan Africa,Low income,2010,61.46614634
Spain,ESP,Europe & Central Asia,High income,2010,81.62682927
Estonia,EST,Europe & Central Asia,High income,2010,75.42926829
Ethiopia,ETH,Sub-Saharan Africa,Low income,2010,61.29612195
Finland,FIN,Europe & Central Asia,High income,2010,79.87073171
Fiji,FJI,East Asia & Pacific,Upper middle income,2010,69.38436585
France,FRA,Europe & Central Asia,High income,2010,81.66341463
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2010,68.61226829
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2010,62.12082927
United Kingdom,GBR,Europe & Central Asia,High income,2010,80.40243902
Georgia,GEO,Europe & Central Asia,Lower middle income,2010,74.00243902
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2010,60.60997561
Guinea,GIN,Sub-Saharan Africa,Low income,2010,56.30504878
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2010,59.34060976
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2010,53.81436585
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2010,55.971
Greece,GRC,Europe & Central Asia,High income,2010,80.38780488
Grenada,GRD,Latin America & Caribbean,Upper middle income,2010,72.5675122
Guatemala,GTM,Latin America & Caribbean,Lower middle income,2010,70.77546342
